80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,http://www.imdb.com/title/tt1124
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,http://www.imdb.com/title/tt1146
82,Antonia's Line (Antonia) (1995),Comedy|Drama,http://www.imdb.com/title/tt1123
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,http://www.imdb.com/title/tt1140
84,Last Summer in the Hamptons (1995),Comedy|Drama,http://www.imdb.com/title/tt1136
85,Angels and Insects (1995),Drama|Romance,http://www.imdb.com/title/tt1123
86,White Squall (1996),Action|Adventure|Drama,http://www.imdb.com/title/tt1181
87,Dunston Checks In (1996),Children|Comedy,http://www.imdb.com/title/tt1161
88,Black Sheep (1996),Comedy,http://www.imdb.com/title/tt1156
89,Nick of Time (1995),Action|Thriller,http://www.imdb.com/title/tt1139
90,"Journey of August King, The (1995)",Drama,http://www.imdb.com/title/tt1134
92,Mary Reilly (1996),Drama|Horror|Thriller,http://www.imdb.com/title/tt1170
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,http://www.imdb.com/title/tt1148
94,Beautiful Girls (1996),Comedy|Drama|Romance,http://www.imdb.com/title/tt1156
95,Broken Arrow (1996),Action|Adventure|Thriller,http://www.imdb.com/title/tt1157
96,In the Bleak Midwinter (1995),Comedy|Drama,http://www.imdb.com/title/tt1134
97,"Hate (Haine, La) (1995)",Crime|Drama,http://www.imdb.com/title/tt1132
98,Shopping (1994),Action|Thriller,http://www.imdb.com/title/tt1111
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,http://www.imdb.com/title/tt1132
100,City Hall (1996),Drama|Thriller,http://www.imdb.com/title/tt1159
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,http://www.imdb.com/title/tt1157
102,Mr. Wrong (1996),Comedy,http://www.imdb.com/title/tt1171
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,http://www.imdb.com/title/tt1180
104,Happy Gilmore (1996),Comedy,http://www.imdb.com/title/tt1164
105,"Bridges of Madison County, The (1995)",Drama|Romance,http://www.imdb.com/title/tt1125
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,http://www.imdb.com/title/tt1102
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,http://www.imdb.com/title/tt1171
108,Catwalk (1996),Documentary,http://www.imdb.com/title/tt1126
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,http://www.imdb.com/title/tt1132
110,Braveheart (1995),Action|Drama|War,http://www.imdb.com/title/tt1125
111,Taxi Driver (1976),Crime|Drama|Thriller,http://www.imdb.com/title/tt7531
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,http://www.imdb.com/title/tt1133
113,Before and After (1996),Drama|Mystery,http://www.imdb.com/title/tt1156
114,Margaret's Museum (1995),Drama,http://www.imdb.com/title/tt1137
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,http://www.imdb.com/title/tt1125
116,Anne Frank Remembered (1995),Documentary,http://www.imdb.com/title/tt1123
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,http://www.imdb.com/title/tt1150
118,If Lucy Fell (1996),Comedy|Romance,http://www.imdb.com/title/tt1166
119,"Steal Big, Steal Little (1995)",Comedy,http://www.imdb.com/title/tt1145
120,Race the Sun (1996),Adventure|Comedy|Drama,http://www.imdb.com/title/tt1174
121,"Boys of St. Vincent, The (1992)",Drama,http://www.imdb.com/title/tt1064
122,Boomerang (1992),Comedy|Romance,http://www.imdb.com/title/tt1038
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,http://www.imdb.com/title/tt1094
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,http://www.imdb.com/title/tt1148
125,Flirting With Disaster (1996),Comedy,http://www.imdb.com/title/tt1163
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,http://www.imdb.com/title/tt1106
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,http://www.imdb.com/title/tt1110
128,Jupiter's Wife (1994),Documentary,http://www.imdb.com/title/tt1102
129,Pie in the Sky (1996),Comedy|Romance,http://www.imdb.com/title/tt1141
130,Angela (1995),Drama,http://www.imdb.com/title/tt1123
131,Frankie Starlight (1995),Drama|Romance,http://www.imdb.com/title/tt1131
132,Jade (1995),Thriller,http://www.imdb.com/title/tt1134
133,Nueba Yol (1995),Comedy|Drama,http://www.imdb.com/title/tt1140
134,Sonic Outlaws (1995),Documentary,http://www.imdb.com/title/tt1145
135,Down Periscope (1996),Comedy,http://www.imdb.com/title/tt1161
136,From the Journals of Jean Seberg (1995),Documentary,http://www.imdb.com/title/tt1131
137,Man of the Year (1995),Documentary,http://www.imdb.com/title/tt1137
138,"Neon Bible, The (1995)",Drama,http://www.imdb.com/title/tt1139
139,Target (1995),Action|Drama,http://www.imdb.com/title/tt1146
140,Up Close and Personal (1996),Drama|Romance,http://www.imdb.com/title/tt1180
141,"Birdcage, The (1996)",Comedy,http://www.imdb.com/title/tt1156
142,Shadows (Cienie) (1988),Drama,http://www.imdb.com/title/tt9487
143,Gospa (1995),Drama,http://www.imdb.com/title/tt1132
144,"Brothers McMullen, The (1995)",Comedy,http://www.imdb.com/title/tt1125
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,http://www.imdb.com/title/tt1124
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,http://www.imdb.com/title/tt1123
147,"Basketball Diaries, The (1995)",Drama,http://www.imdb.com/title/tt1124
148,"Awfully Big Adventure, An (1995)",Drama,http://www.imdb.com/title/tt1124
149,Amateur (1994),Crime|Drama|Thriller,http://www.imdb.com/title/tt1090
150,Apollo 13 (1995),Adventure|Drama|IMAX,http://www.imdb.com/title/tt1123
151,Rob Roy (1995),Action|Drama|Romance|War,http://www.imdb.com/title/tt1142
152,"Addiction, The (1995)",Drama|Horror,http://www.imdb.com/title/tt1122
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,http://www.imdb.com/title/tt1124
154,Beauty of the Day (Belle de jour) (1967),Drama,http://www.imdb.com/title/tt6139
155,Beyond Rangoon (1995),Adventure|Drama|War,http://www.imdb.com/title/tt1124
156,Blue in the Face (1995),Comedy|Drama,http://www.imdb.com/title/tt1125
157,Canadian Bacon (1995),Comedy|War,http://www.imdb.com/title/tt1093
158,Casper (1995),Adventure|Children,http://www.imdb.com/title/tt1126
159,Clockers (1995),Crime|Drama|Mystery,http://www.imdb.com/title/tt1126
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,http://www.imdb.com/title/tt1127
161,Crimson Tide (1995),Drama|Thriller|War,http://www.imdb.com/title/tt1127
162,Crumb (1994),Documentary,http://www.imdb.com/title/tt1095
163,Desperado (1995),Action|Romance|Western,http://www.imdb.com/title/tt1128
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,http://www.imdb.com/title/tt1128
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,http://www.imdb.com/title/tt1128
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,http://www.imdb.com/title/tt1128
167,Feast of July (1995),Drama,http://www.imdb.com/title/tt1130
168,First Knight (1995),Action|Drama|Romance,http://www.imdb.com/title/tt1130
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,http://www.imdb.com/title/tt1131
170,Hackers (1995),Action|Adventure|Crime|Thriller,http://www.imdb.com/title/tt1132
171,Jeffrey (1995),Comedy|Drama,http://www.imdb.com/title/tt1134
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,http://www.imdb.com/title/tt1134
173,Judge Dredd (1995),Action|Crime|Sci-Fi,http://www.imdb.com/title/tt1134
174,Jury Duty (1995),Comedy,http://www.imdb.com/title/tt1135
175,Kids (1995),Drama,http://www.imdb.com/title/tt1135
176,Living in Oblivion (1995),Comedy,http://www.imdb.com/title/tt1136
177,Lord of Illusions (1995),Horror,http://www.imdb.com/title/tt1136
178,Love & Human Remains (1993),Comedy|Drama,http://www.imdb.com/title/tt1074
179,Mad Love (1995),Drama|Romance,http://www.imdb.com/title/tt1137
180,Mallrats (1995),Comedy|Romance,http://www.imdb.com/title/tt1137
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,http://www.imdb.com/title/tt1138
182,Moonlight and Valentino (1995),Drama|Romance,http://www.imdb.com/title/tt1138
183,Mute Witness (1994),Comedy|Horror|Thriller,http://www.imdb.com/title/tt1106
184,Nadja (1994),Drama,http://www.imdb.com/title/tt1106
185,"Net, The (1995)",Action|Crime|Thriller,http://www.imdb.com/title/tt1139
186,Nine Months (1995),Comedy|Romance,http://www.imdb.com/title/tt1139
187,Party Girl (1995),Comedy,http://www.imdb.com/title/tt1140
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,http://www.imdb.com/title/tt1141
189,Reckless (1995),Comedy|Fantasy,http://www.imdb.com/title/tt1142
190,Safe (1995),Thriller,http://www.imdb.com/title/tt1143
191,"Scarlet Letter, The (1995)",Drama|Romance,http://www.imdb.com/title/tt1143
192,"Show, The (1995)",Documentary,http://www.imdb.com/title/tt1144
193,Showgirls (1995),Drama,http://www.imdb.com/title/tt1144
194,Smoke (1995),Comedy|Drama,http://www.imdb.com/title/tt1144
195,Something to Talk About (1995),Comedy|Drama|Romance,http://www.imdb.com/title/tt1144
196,Species (1995),Horror|Sci-Fi,http://www.imdb.com/title/tt1145
197,"Stars Fell on Henrietta, The (1995)",Drama,http://www.imdb.com/title/tt1145
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,http://www.imdb.com/title/tt1145
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,http://www.imdb.com/title/tt5845
200,"Tie That Binds, The (1995)",Thriller,http://www.imdb.com/title/tt1146
201,Three Wishes (1995),Drama|Fantasy,http://www.imdb.com/title/tt1146
202,Total Eclipse (1995),Drama|Romance,http://www.imdb.com/title/tt1147
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,http://www.imdb.com/title/tt1146
204,Under Siege 2: Dark Territory (1995),Action,http://www.imdb.com/title/tt1147
205,Unstrung Heroes (1995),Comedy|Drama,http://www.imdb.com/title/tt1147
206,Unzipped (1995),Documentary,http://www.imdb.com/title/tt1148
207,"Walk in the Clouds, A (1995)",Drama|Romance,http://www.imdb.com/title/tt1148
208,Waterworld (1995),Action|Adventure|Sci-Fi,http://www.imdb.com/title/tt1148
209,White Man's Burden (1995),Drama,http://www.imdb.com/title/tt1149
210,Wild Bill (1995),Western,http://www.imdb.com/title/tt1149
211,"Browning Version, The (1994)",Drama,http://www.imdb.com/title/tt1093
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,http://www.imdb.com/title/tt1126
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,http://www.imdb.com/title/tt1115
214,Before the Rain (Pred dozhdot) (1994),Drama|War,http://www.imdb.com/title/tt1108
215,Before Sunrise (1995),Drama|Romance,http://www.imdb.com/title/tt1124
216,Billy Madison (1995),Comedy,http://www.imdb.com/title/tt1125
217,"Babysitter, The (1995)",Drama|Thriller,http://www.imdb.com/title/tt1124
218,Boys on the Side (1995),Comedy|Drama,http://www.imdb.com/title/tt1125
219,"Cure, The (1995)",Drama,http://www.imdb.com/title/tt1127
220,Castle Freak (1995),Horror,http://www.imdb.com/title/tt1126
222,Circle of Friends (1995),Drama|Romance,http://www.imdb.com/title/tt1126
223,Clerks (1994),Comedy,http://www.imdb.com/title/tt1094
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,http://www.imdb.com/title/tt1128
225,Disclosure (1994),Drama|Thriller,http://www.imdb.com/title/tt1096
226,Dream Man (1995),Thriller,http://www.imdb.com/title/tt1128
227,Drop Zone (1994),Action|Thriller,http://www.imdb.com/title/tt1096
228,Destiny Turns on the Radio (1995),Comedy,http://www.imdb.com/title/tt1128
229,Death and the Maiden (1994),Drama|Thriller,http://www.imdb.com/title/tt1095
230,Dolores Claiborne (1995),Drama|Thriller,http://www.imdb.com/title/tt1096
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,http://www.imdb.com/title/tt1096
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,http://www.imdb.com/title/tt1117
233,Exotica (1994),Drama,http://www.imdb.com/title/tt1097
234,Exit to Eden (1994),Comedy,http://www.imdb.com/title/tt1097
235,Ed Wood (1994),Comedy|Drama,http://www.imdb.com/title/tt1097
236,French Kiss (1995),Action|Comedy|Romance,http://www.imdb.com/title/tt1131
237,Forget Paris (1995),Comedy|Romance,http://www.imdb.com/title/tt1130
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,http://www.imdb.com/title/tt1130
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,http://www.imdb.com/title/tt1131
240,Hideaway (1995),Thriller,http://www.imdb.com/title/tt1133
241,Fluke (1995),Children|Drama,http://www.imdb.com/title/tt1130
242,Farinelli: il castrato (1994),Drama|Musical,http://www.imdb.com/title/tt1097
243,Gordy (1995),Children|Comedy|Fantasy,http://www.imdb.com/title/tt1131
244,Gumby: The Movie (1995),Animation|Children,http://www.imdb.com/title/tt1132
245,"Glass Shield, The (1994)",Crime|Drama,http://www.imdb.com/title/tt1099
246,Hoop Dreams (1994),Documentary,http://www.imdb.com/title/tt1100
247,Heavenly Creatures (1994),Crime|Drama,http://www.imdb.com/title/tt1100
248,Houseguest (1994),Comedy,http://www.imdb.com/title/tt1100
249,Immortal Beloved (1994),Drama|Romance,http://www.imdb.com/title/tt1101
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,http://www.imdb.com/title/tt1100
251,"Hunted, The (1995)",Action,http://www.imdb.com/title/tt1133
252,I.Q. (1994),Comedy|Romance,http://www.imdb.com/title/tt1100
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,http://www.imdb.com/title/tt1101
254,Jefferson in Paris (1995),Drama,http://www.imdb.com/title/tt1134
255,"Jerky Boys, The (1995)",Comedy,http://www.imdb.com/title/tt1101
256,Junior (1994),Comedy|Sci-Fi,http://www.imdb.com/title/tt1102
257,Just Cause (1995),Mystery|Thriller,http://www.imdb.com/title/tt1135
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,http://www.imdb.com/title/tt1135
259,Kiss of Death (1995),Crime|Drama|Thriller,http://www.imdb.com/title/tt1135
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,http://www.imdb.com/title/tt7675
261,Little Women (1994),Drama,http://www.imdb.com/title/tt1103
262,"Little Princess, A (1995)",Children|Drama,http://www.imdb.com/title/tt1136
263,Ladybird Ladybird (1994),Drama,http://www.imdb.com/title/tt1102
264,"Enfer, L' (1994)",Drama,http://www.imdb.com/title/tt1097
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,http://www.imdb.com/title/tt1039
266,Legends of the Fall (1994),Drama|Romance|War|Western,http://www.imdb.com/title/tt1103
267,Major Payne (1995),Comedy,http://www.imdb.com/title/tt1104
268,Little Odessa (1994),Crime|Drama,http://www.imdb.com/title/tt1103
269,My Crazy Life (Mi vida loca) (1993),Drama,http://www.imdb.com/title/tt1075
270,Love Affair (1994),Drama|Romance,http://www.imdb.com/title/tt1103
271,Losing Isaiah (1995),Drama,http://www.imdb.com/title/tt1136
272,"Madness of King George, The (1994)",Comedy|Drama,http://www.imdb.com/title/tt1104
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,http://www.imdb.com/title/tt1098
274,Man of the House (1995),Comedy,http://www.imdb.com/title/tt1137
275,Mixed Nuts (1994),Comedy,http://www.imdb.com/title/tt1105
276,Milk Money (1994),Comedy|Romance,http://www.imdb.com/title/tt1105
277,Miracle on 34th Street (1994),Drama,http://www.imdb.com/title/tt1105
278,Miami Rhapsody (1995),Comedy,http://www.imdb.com/title/tt1138
279,My Family (1995),Drama,http://www.imdb.com/title/tt1138
280,Murder in the First (1995),Drama|Thriller,http://www.imdb.com/title/tt1138
281,Nobody's Fool (1994),Comedy|Drama|Romance,http://www.imdb.com/title/tt1106
282,Nell (1994),Drama,http://www.imdb.com/title/tt1106
283,New Jersey Drive (1995),Crime|Drama,http://www.imdb.com/title/tt1139
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,http://www.imdb.com/title/tt1171
285,Beyond Bedlam (1993),Drama|Horror,http://www.imdb.com/title/tt1064
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,http://www.imdb.com/title/tt1139
287,Nina Takes a Lover (1994),Comedy|Romance,http://www.imdb.com/title/tt1106
288,Natural Born Killers (1994),Action|Crime|Thriller,http://www.imdb.com/title/tt1106
289,Only You (1994),Comedy|Romance,http://www.imdb.com/title/tt1107
290,Once Were Warriors (1994),Crime|Drama,http://www.imdb.com/title/tt1107
291,Poison Ivy II (1996),Drama|Thriller,http://www.imdb.com/title/tt1141
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,http://www.imdb.com/title/tt1140
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,http://www.imdb.com/title/tt1104
294,"Perez Family, The (1995)",Comedy|Romance,http://www.imdb.com/title/tt1141
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,http://www.imdb.com/title/tt1142
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,http://www.imdb.com/title/tt1109
297,Panther (1995),Drama,http://www.imdb.com/title/tt1140
298,Pushing Hands (Tui shou) (1992),Drama,http://www.imdb.com/title/tt1056
299,Priest (1994),Drama,http://www.imdb.com/title/tt1108
300,Quiz Show (1994),Drama,http://www.imdb.com/title/tt1109
301,Picture Bride (Bijo photo) (1994),Drama|Romance,http://www.imdb.com/title/tt1141
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,http://www.imdb.com/title/tt1109
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,http://www.imdb.com/title/tt1142
304,Roommates (1995),Comedy|Drama,http://www.imdb.com/title/tt1142
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,http://www.imdb.com/title/tt1109
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,http://www.imdb.com/title/tt1114
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,http://www.imdb.com/title/tt1083
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,http://www.imdb.com/title/tt1115
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,http://www.imdb.com/title/tt1107
310,Rent-a-Kid (1995),Comedy,http://www.imdb.com/title/tt1142
311,Relative Fear (1994),Horror|Thriller,http://www.imdb.com/title/tt1109
312,Stuart Saves His Family (1995),Comedy,http://www.imdb.com/title/tt1145
313,"Swan Princess, The (1994)",Animation|Children,http://www.imdb.com/title/tt1113
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,http://www.imdb.com/title/tt1111
315,"Specialist, The (1994)",Action|Drama|Thriller,http://www.imdb.com/title/tt1112
316,Stargate (1994),Action|Adventure|Sci-Fi,http://www.imdb.com/title/tt1112
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,http://www.imdb.com/title/tt1110
318,"Shawshank Redemption, The (1994)",Crime|Drama,http://www.imdb.com/title/tt1111
319,Shallow Grave (1994),Comedy|Drama|Thriller,http://www.imdb.com/title/tt1111
320,Suture (1993),Film-Noir|Thriller,http://www.imdb.com/title/tt1082
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,http://www.imdb.com/title/tt1069
322,Swimming with Sharks (1995),Comedy|Drama,http://www.imdb.com/title/tt1145
324,"Sum of Us, The (1994)",Comedy|Drama,http://www.imdb.com/title/tt1113
325,National Lampoon's Senior Trip (1995),Comedy,http://www.imdb.com/title/tt1139
326,To Live (Huozhe) (1994),Drama,http://www.imdb.com/title/tt1100
327,Tank Girl (1995),Action|Comedy|Sci-Fi,http://www.imdb.com/title/tt1146
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,http://www.imdb.com/title/tt1146
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,http://www.imdb.com/title/tt1112
330,Tales from the Hood (1995),Action|Crime|Horror,http://www.imdb.com/title/tt1146
331,Tom & Viv (1994),Drama,http://www.imdb.com/title/tt1114
332,Village of the Damned (1995),Horror|Sci-Fi,http://www.imdb.com/title/tt1148
333,Tommy Boy (1995),Comedy,http://www.imdb.com/title/tt1146
334,Vanya on 42nd Street (1994),Drama,http://www.imdb.com/title/tt1115
335,Underneath (1995),Mystery|Thriller,http://www.imdb.com/title/tt1147
336,"Walking Dead, The (1995)",Drama|War,http://www.imdb.com/title/tt1148
337,What's Eating Gilbert Grape (1993),Drama,http://www.imdb.com/title/tt1085
338,Virtuosity (1995),Action|Sci-Fi|Thriller,http://www.imdb.com/title/tt1148
339,While You Were Sleeping (1995),Comedy|Romance,http://www.imdb.com/title/tt1149
340,"War, The (1994)",Adventure|Drama|War,http://www.imdb.com/title/tt1116
341,Double Happiness (1994),Drama,http://www.imdb.com/title/tt1096
342,Muriel's Wedding (1994),Comedy,http://www.imdb.com/title/tt1105
